TANK	DATES	FLUCT	PRED	Cer_ug	Sca_ug	Dapp_ug	Clad_ug	e_chl	i_chl
94	2005-06-17	150	1	49.87821009	116.2807782	69.03857166	105.3687292	1.01	0.19
94	2005-06-22	150	1	43.96293635	70.97596351	108.7563211	115.4090339	0.79	0.23
94	2005-06-27	150	1	17.57941895	66.18395624	32.0115965	43.41405676	0.79	0.23
94	2005-07-01	150	1	34.00476597	38.5902106	236.7408042	242.7120316	1.17	0.1
94	2005-07-06	150	1	0.022	0.0284	0.903	0.0339	1.43	0.16
94	2005-07-11	150	1	0.022	0.0284	0.903	0.0339	1.07	0.11
94	2005-07-15	150	1	0.022	0.0284	0.903	6.889883901	1.08	0.25
94	2005-07-20	150	1	253.5632573	38.18646513	365.3545942	396.0320151	1.49	0.18
94	2005-07-25	150	1	285.0730133	0.908097954	0.903	23.99441097	1.37	0.09
94	2005-07-29	150	1	336.556666	53.57250937	187.5523764	217.8245772	1.89	0.33
94	2005-08-03	150	1	821.966217	48.8308056	220.4283447	239.0319393	1.92	0.08
94	2005-08-08	150	1	592.7491032	67.54478569	321.6021484	324.855584	2.12	0.58
94	2005-08-12	150	1	191.0464063	33.15452813	485.8204506	487.6203421	5.04	1.82
94	2005-08-17	150	1	77.35235928	12.82556612	783.6153316	794.3614363	3.88	1.1
94	2005-08-22	150	1	11.58753106	29.88848353	885.5488779	965.7586084	2.76	1.02
94	2005-08-26	150	1	15.23175307	34.97072403	940.3577335	1019.859223	3.25	1.09
94	2005-08-31	150	1	2.553590202	41.51571847	443.1684764	586.751295	3.57	1.05
94	2005-09-05	150	1	0.821267351	35.44347214	378.8035606	586.9466614	3.19	0.78
94	2005-09-09	150	1	0.022	37.58729953	141.5481639	239.9881647	2.68	0.38
94	2005-09-14	150	1	0.089788149	18.63918359	465.2529637	599.7546424	2.91	0.8
94	2005-09-19	150	1	0.022	44.43543244	167.5480489	294.8180332	10.26	18.13
13	2005-05-25	113.2617177	1	0.022	23.38088736	0.903	0.271119635	33.16	0.005
13	2005-05-30	176.9403713	1	3.098906102	83.22817453	3.611326405	4.546922748	47.3	8.9
13	2005-06-03	139.3245385	1	12.53567868	365.6634808	43.06850323	46.93595774	14.06	0.11
13	2005-06-08	104.3847445	1	89.65090579	194.3390104	45.29777841	58.45073474	2.24	0.005
13	2005-06-13	170.5697745	1	143.5834593	1.907453344	3.797099337	83.64733101	2.06	0.005
13	2005-06-17	134.4390019	1	101.8161756	92.10951953	24.95980509	73.35101251	1.55	0.28
13	2005-06-22	100.8786188	1	297.5740298	80.15043869	91.33864855	125.9945932	1.43	0.05
13	2005-06-27	168.0535889	1	414.7458966	48.39545575	45.93673791	67.3290109	1.43	0.05
13	2005-07-01	132.5093683	1	317.1048699	46.29613797	113.5414342	135.4341275	2.51	0.13
13	2005-07-06	99.4938092	1	0.022	0.0284	0.903	0.0339	2.64	0.2
13	2005-07-11	167.0597745	1	0.022	0.0284	0.903	0.0339	2.05	0.13
13	2005-07-15	131.7472236	1	729.6875368	139.8828961	744.7379651	821.2081184	3.02	0.23
13	2005-07-20	98.94685291	1	880.2932083	87.6725337	544.6429955	608.2855045	2.63	0.03
13	2005-07-25	166.6672491	1	777.6226399	65.07332681	649.5088952	730.1392677	1.74	0.06
13	2005-07-29	131.4462004	1	131.6828847	18.24834335	50.76683414	64.39103954	2.41	13.17
13	2005-08-03	98.73082234	1	396.0040915	28.5766401	14.44530562	144.143663	1.74	0.04
13	2005-08-08	166.5122138	1	27.17843673	13.44343084	0.903	20.76595008	1.96	0.08
13	2005-08-12	131.3273057	1	238.3207601	13.89747982	0.903	88.38165508	22.38	4987.38
13	2005-08-17	98.64549705	1	95.26701273	19.09323256	14.44530562	69.58224869	2.37	2.91
13	2005-08-22	166.4509798	1	73.11671235	19.91297002	93.89448653	155.2166503	2.41	0.28
13	2005-08-26	131.280346	1	69.19410898	24.65177685	0.903	144.1153884	1.86	0.21
13	2005-08-31	98.61179624	1	22.58242224	25.09292058	2.177209066	97.44737481	41.03	2280.54
13	2005-09-05	166.4267943	1	18.7598389	12.0467826	0.903	95.03895381	5.56	4821.53
13	2005-09-09	131.2617984	1	75.86963987	7.427940636	1.805663202	104.460242	49.49	5488.73
13	2005-09-14	98.59848548	1	111.4535004	8.288632031	0.903	82.96894502	49.81	9949.64
13	2005-09-19	166.4172417	1	91.16604802	7.727523433	3.611326405	90.40687128	6.81	281.98
14	2005-05-25	161.0127787	1	0.022	33.12292375	1.991436134	0.0339	70.37	18.98
14	2005-05-30	119.9494001	1	0.022	127.2678936	2.177209066	0.0339	10.8	3.24
14	2005-06-03	206.9790244	1	0.022	490.4848052	80.60880157	0.406679452	5.75	1.93
14	2005-06-08	152.9372674	1	1.000843649	357.2901787	96.59943981	1.49115799	2.38	0.005
14	2005-06-13	114.1539759	1	8.930978704	61.19073498	12.4242949	2.711196345	1.66	0.005
14	2005-06-17	202.5345809	1	36.44222001	132.6697335	69.67069012	2.168957076	1.78	0.71
14	2005-06-22	149.747694	1	157.4101316	378.7895504	360.062986	5.96463196	1.87	0.21
14	2005-06-27	111.8649653	1	432.2785037	91.5577605	457.1381039	22.7740493	1.87	0.21
14	2005-07-01	200.7791652	1	389.7397529	100.8893165	269.7469929	16.13807348	2.37	0.13
14	2005-07-06	148.4879127	1	1057.288925	111.961519	468.7909749	11.38702465	3.56	0.37
14	2005-07-11	110.960878	1	466.4604161	102.351694	335.1577318	4.337914153	2	0.16
14	2005-07-15	188.2403208	1	646.4306478	54.68182132	203.9003944	1.084478538	2.24	0.16
14	2005-07-20	147.9903386	1	781.530342	30.5192535	171.2043584	4.337914153	2.42	0.05
14	2005-07-25	110.6037919	1	708.4683746	20.45537949	320.115965	1.626717807	1.7	0.16
14	2005-07-29	187.9840565	1	344.5634152	5.195752746	56.71156796	0.542239269	2.11	0.16
14	2005-08-03	147.7938125	1	597.9685844	354.7818455	0.903	3.253435615	2.1	0.1
14	2005-08-08	110.4627541	1	462.5721532	23.76013982	0.903	1.084478538	2.64	0.23
14	2005-08-12	187.8828401	1	277.1716562	25.19708326	0.903	1.084478538	2.44	0.08
14	2005-08-17	147.7161908	1	550.2442654	74.80956933	0.903	4.337914153	3.26	0.39
14	2005-08-22	110.4070486	1	462.8522618	29.61115554	13.16738663	4.609033787	3.22	0.32
14	2005-08-26	187.8428628	1	765.2533635	11.88006991	43.33591686	4.880153422	2.84	0.13
14	2005-08-31	147.6855327	1	429.1515225	43.63505285	34.83534506	10.30254611	3.63	0.25
14	2005-09-05	110.3850467	1	493.5216922	22.2715754	20.39003944	3.795674884	3.82	0.75
14	2005-09-09	199.6442328	1	597.978304	53.77372336	108.9645856	4.880153422	3.52	0.21
14	2005-09-14	166.4200324	1	749.187169	93.7763844	405.3016152	7.591349767	5.97	0.36
14	2005-09-19	131.2566128	1	649.7059976	30.5192535	280.8220695	9.760306844	6.46	2.1
20	2005-05-25	161.0127787	2.718281828	0.022	0.056756122	0.903	0.153510263	184.3	0.005
20	2005-05-30	119.9494001	2.718281828	0.022	0.706225215	1.805663202	1.891393557	135.21	1.4
20	2005-06-03	206.9790244	2.718281828	0.022	8.197374596	8.337290401	8.608410036	108.54	6.39
20	2005-06-08	152.9372674	2.718281828	0.022	0.649469093	1.805663202	1.805663202	110.55	12.04
20	2005-06-13	114.1539759	2.718281828	0.9110555	0.649469093	177.052043	180.034655	4.41	0.08
20	2005-06-17	202.5345809	2.718281828	3.285069405	0.0284	84.27927714	89.59455913	1.11	0.27
20	2005-06-22	149.747694	2.718281828	0.022	0.0284	0.903	0.0339	9.97	0.79
20	2005-06-27	111.8649653	2.718281828	10.03478451	2.597876373	15.93148908	59.48250924	9.97	0.79
20	2005-07-01	200.7791652	2.718281828	12.81284509	0.0284	1.805663202	1.805663202	1.45	0.01
20	2005-07-06	148.4879127	2.718281828	7.288444002	264.833797	1060.868573	1060.868573	10.44	0.91
20	2005-07-11	110.960878	2.718281828	44.4489692	3.05192535	0.903	10.28764256	6.05	2.16
20	2005-07-15	188.2403208	2.718281828	212.2197812	0.0284	0.903	71.94169613	5.59	0.005
20	2005-07-20	147.9903386	2.718281828	708.0329889	0.0284	0.903	28.16663489	4.22	0.33
20	2005-07-25	110.6037919	2.718281828	325.2648474	0.0284	0.903	49.31633428	2.58	0.61
20	2005-07-29	187.9840565	2.718281828	399.9353307	0.0284	0.903	23.47716359	2.23	0.25
20	2005-08-03	147.7938125	2.718281828	924.1292644	0.0284	0.903	38.1348953	2.05	0.15
20	2005-08-08	110.4627541	2.718281828	204.8952695	0.0284	7.22265281	44.06629995	2.41	0.23
20	2005-08-12	187.8828401	2.718281828	748.5312796	0.0284	0.903	40.71739164	2.34	0.08
20	2005-08-17	147.7161908	2.718281828	357.6607165	0.908097954	0.903	54.06541979	2.1	0.36
20	2005-08-22	110.4070486	2.718281828	65.28953946	0.0284	0.903	22.63967343	2.57	0.17
20	2005-08-26	187.8428628	2.718281828	228.6451282	1.298938186	0.903	115.2419322	2.15	0.18
20	2005-08-31	147.6855327	2.718281828	144.2580854	0.0284	0.903	81.60701	2.62	13.77
20	2005-09-05	110.3850467	2.718281828	180.7793495	0.0284	0.903	41.22627195	2.4	0.33
20	2005-09-09	199.6442328	2.718281828	195.6148578	1.298938186	0.903	131.5091103	29.56	1317.16
20	2005-09-14	166.4200324	2.718281828	521.423294	0.0284	0.903	72.88410314	29.77	9969.68
20	2005-09-19	131.2566128	2.718281828	76.67894817	0.649469093	1.805663202	23.77253441	3.79	2.4
24	2005-05-25	161.0127787	1	1.231901027	7.371184514	1.805663202	1.94122302	67.65	3.4
24	2005-05-30	119.9494001	1	0.9110555	29.10035045	0.903	0.871232117	31.43	0.005
24	2005-06-03	206.9790244	1	3.509539777	166.9571459	0.903	2.18002948	34.57	3.98
24	2005-06-08	152.9372674	1	21.865332	899.3661642	7.965744538	27.95680568	3.19	0.005
24	2005-06-13	114.1539759	1	45.96340869	2.273141826	9.214088944	38.20797387	1.51	0.01
24	2005-06-17	202.5345809	1	149.1198195	8.783634944	450.2470408	1051.004629	1.24	0.17
24	2005-06-22	149.747694	1	232.6065508	25.58212961	37.33203387	135.7913583	1.46	0.005
24	2005-06-27	111.8649653	1	478.0996188	45.09780678	84.4793403	209.4604854	1.46	0.005
24	2005-07-01	200.7791652	1	333.2452486	19.93812177	79.44918091	153.5895048	2.95	0.11
24	2005-07-06	148.4879127	1	622.0727358	24.28898531	266.7033267	551.8583804	3.91	0.67
24	2005-07-11	110.960878	1	0.022	0.0284	0.903	0.0339	2.36	0.08
24	2005-07-15	188.2403208	1	1085.404122	68.45288365	63.7259563	243.8734227	2.45	0.38
24	2005-07-20	147.9903386	1	952.248559	56.49801723	0.903	125.9209911	3.26	0.22
24	2005-07-25	110.6037919	1	787.7843046	48.57797062	237.0696237	438.5860753	1.91	0.08
24	2005-07-29	187.9840565	1	481.5642645	51.95752746	28.89061124	93.24792481	1.86	0.1
24	2005-08-03	147.7938125	1	411.1724045	66.59928948	60.01049766	83.7283445	1.33	0.18
24	2005-08-08	110.4627541	1	153.701445	15.65046698	0.903	18.6684511	1.51	0.02
24	2005-08-12	187.8828401	1	385.6316426	47.66987266	0.903	7.818874048	1.8	0.04
24	2005-08-17	147.7161908	1	378.8077433	61.94660495	0.903	90.96980319	2.26	0.23
24	2005-08-22	110.4070486	1	126.8528707	44.50443507	0.903	86.29729191	2.42	0.2
24	2005-08-26	187.8428628	1	81.18274459	25.02036227	2.177209066	86.03453249	266.29	9733.16
24	2005-08-31	147.6855327	1	110.6903011	27.5427834	0.903	86.94366554	242.4	9757.05
24	2005-09-05	110.3850467	1	24.4123352	6.608203176	0.903	32.14773367	3.37	3516.87
24	2005-09-09	199.6442328	1	54.67771898	21.63435281	0.903	35.04410055	4.54	9994.91
24	2005-09-14	166.4200324	1	195.8249393	17.41280371	0.903	120.0813827	31.27	8812.15
24	2005-09-19	131.2566128	1	184.1661661	14.41763448	2.177209066	57.41879638	3.59	5.09
72	2005-05-25	161.0127787	1	1.642534702	12.56693726	3.611326405	3.936297377	93.72	0.005
72	2005-05-30	119.9494001	1	5.472920006	83.18656185	23.47362163	28.33107963	18.26	0.005
72	2005-06-03	206.9790244	1	17.69555512	296.6733228	94.84584272	105.3277298	8.03	1.4
72	2005-06-08	152.9372674	1	71.62740593	489.2704099	142.9661427	264.3973052	4.36	0.12
72	2005-06-13	114.1539759	1	410.1545514	27.56793515	959.5926049	1001.729467	2.24	0.17
72	2005-06-17	202.5345809	1	313.3074197	16.04130721	674.6659962	787.1799189	2.87	0.06
72	2005-06-22	149.747694	1	168.2041488	29.73757303	654.4973032	733.8067383	9.88	151.31
72	2005-06-27	111.8649653	1	45.88557959	49.51187906	379.9523729	510.2109819	9.88	151.31
72	2005-07-01	200.7791652	1	228.1542355	24.5160098	542.4420525	590.1433372	24.89	273.04
72	2005-07-06	148.4879127	1	0.022	0.0284	0.903	0.0339	4.88	0.26
72	2005-07-11	110.960878	1	0.022	0.0284	0.903	0.0339	14	106.99
72	2005-07-15	188.2403208	1	186.4779548	7.793629118	47.79446723	183.9549387	5.3	19.46
72	2005-07-20	147.9903386	1	496.3519366	84.94823984	0.903	155.8698563	11.51	62.46
72	2005-07-25	110.6037919	1	876.4714589	22.59920689	57.78122248	141.86522	10.28	55.05
72	2005-07-29	187.9840565	1	333.8318137	38.18646513	31.86297815	92.6926692	6.19	1.13
72	2005-08-03	147.7938125	1	548.1947419	7.793629118	15.93148908	100.7633115	11.3	114.45
72	2005-08-08	110.4627541	1	557.005749	0.908097954	86.67183372	114.5512615	5.87	0.42
72	2005-08-12	187.8828401	1	670.8530244	17.40345415	43.7524458	69.46291647	14.71	421.07
72	2005-08-17	147.7161908	1	1229.22887	6.1038507	606.702836	654.841694	7.49	0.7
72	2005-08-22	110.4070486	1	470.7633386	15.53695474	135.1052604	157.5566649	5.38	0.26
72	2005-08-26	187.8428628	1	486.4762647	12.45342502	263.4635462	293.9476206	4.5	0.18
72	2005-08-31	147.6855327	1	797.2373839	26.26899696	456.9298394	516.7385745	5.06	0.17
72	2005-09-05	110.3850467	1	703.5865578	22.66241564	695.9021755	773.5034847	5.24	0.66
72	2005-09-09	199.6442328	1	398.2595393	13.62015183	300.2607528	409.4315251	4.37	0.71
72	2005-09-14	166.4200324	1	595.3110076	14.80557777	1098.557987	1197.350628	7.43	0.83
72	2005-09-19	131.2566128	1	270.8864858	21.26866433	1470.732871	1551.160012	7.55	0.72
98	2005-05-25	161.0127787	2.718281828	0.022	17.91715619	0.903	0.467798171	91.52	2.09
98	2005-05-30	119.9494001	2.718281828	0.022	105.8302784	1.805663202	4.074279655	113.49	15.2
98	2005-06-03	206.9790244	2.718281828	4.196124905	571.5683588	41.68645201	42.70353998	15.34	0.005
98	2005-06-08	152.9372674	2.718281828	19.71041643	975.1507231	139.3707063	170.5952439	0.86	0.14
98	2005-06-13	114.1539759	2.718281828	7.236962922	25.5879235	98.43467759	105.0226392	0.99	0.005
98	2005-06-17	202.5345809	2.718281828	31.55413793	12.08773653	22.59682309	42.3579595	1.02	0.32
98	2005-06-22	149.747694	2.718281828	71.5639658	22.3721824	63.2502782	78.11851467	0.9	0.15
98	2005-06-27	111.8649653	2.718281828	240.3307616	164.6904566	152.049105	201.2151637	0.9	0.15
98	2005-07-01	200.7791652	2.718281828	330.5252561	35.71500624	65.74696702	106.3870543	2.16	0.16
98	2005-07-06	148.4879127	2.718281828	0.022	0.0284	0.903	0.0339	2.07	0.11
98	2005-07-11	110.960878	2.718281828	0.022	0.0284	0.903	0.0339	1.67	0.12
98	2005-07-15	188.2403208	2.718281828	385.0187295	30.39283601	57.78122248	157.2361036	1.61	0.19
98	2005-07-20	147.9903386	2.718281828	483.9299642	11.29960345	92.61656754	221.3466623	2.1	0.11
98	2005-07-25	110.6037919	2.718281828	756.475613	28.70305759	121.5071788	431.5668477	2.21	0.11
98	2005-07-29	187.9840565	2.718281828	1059.420303	28.70305759	86.67183372	522.7197645	3	0.23
